source,coordinates,filetype,languages,page_number,filename,category,element_id,is_extracted,parent_id,links,text_as_html,page_content
../input/Gated Attention.pdf,"{'points': [[194.1489715576172, 1507.6832275390625], [194.1489715576172, 1994.7595922222222], [1460.7597213555553, 1994.7595922222222], [1460.7597213555553, 1507.6832275390625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,NarrativeText,7fe56dd6edcd9cc1ded0d19ffb7b776d,true,,"[{'text': '1', 'url': 'figure.caption.1', 'start_index': 255}, {'text': '1', 'url': 'equation.2.1', 'start_index': 302}, {'text': '1', 'url': 'figure.caption.1', 'start_index': 350}, {'text': '3', 'url': 'equation.2.3', 'start_index': 388}, {'text': '4', 'url': 'equation.2.4', 'start_index': 472}, {'text': 'Shazeer', 'url': 'cite.shazeer2020glu', 'start_index': 1315}, {'text': '2020', 'url': 'cite.shazeer2020glu', 'start_index': 1324}, {'text': 'Zhang & Sennrich', 'url': 'cite.zhang2019root', 'start_index': 1583}, {'text': '2019', 'url': 'cite.zhang2019root', 'start_index': 1601}, {'text': '4 . 1', 'url': 'subsection.4.1', 'start_index': 1624}]",,"In this work, we comprehensively investigate several variants of gating mechanisms within the attention layers. Our exploration focuses on five key aspects: (1) Positions. We study the effect of applying gating at different positions, as illustrated in Fig. 1(left): (a) after the Q,K,V projections (Equ. 1), corresponding to positions G2,G3,G4 in Fig. 1(left); (b) following the SDPA (Equ. 3) outputs (G1). (c) after the final concatenated multi-head attention outputs (Equ. 4, G5). (2) Granularity. We consider two levels of granularity for the gating score: (a) Headwise: A single scalar gating score modulates the entire output of an attention head. (b) Elementwise: Gating scores are vectors with the same dimensionality as Y , enabling fine-grained, per-dimension modulation. (3) Head Specific or Shared. Given the multi-head nature of attention, we further consider: (a) Head-Specific: each attention head has its specific gating scores, enablingindependentmodulationforeachhead. (b)Head-Shared: Wθ andgatingscoresaresharedacross heads. (4) Multiplicative or additive. For applying gating score to Y , we consider (a) Multiplicative Gating: The gated output Y ′ is computed as: Y ′ = Y · σ(Xθ). (b) Additive Gating: Y ′ = Y + σ(Xθ). (5) Activation Function. We mainly consider two common activation functions: SiLU (Shazeer, 2020) and sigmoid. We only use SiLU for additive gating due to its unbounded output range, and sigmoid only gives scores in [0,1]. Additionally, to further dissect the mechanisms underlying gating’s effectiveness, we also consider Identity Mapping or RMSNorm (Zhang & Sennrich, 2019) (detailed in Sec 4.1)."
../input/Gated Attention.pdf,"{'points': [[194.55445861816406, 2010.8966064453125], [194.55445861816406, 2084.612728888889], [1456.701577755555, 2084.612728888889], [1456.701577755555, 2010.8966064453125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,NarrativeText,02888877807b194a00a6d3f15790e830,true,,,,"Unless otherwise specified, we employ head-specific, multiplicative gating utilizing the sigmoid activation function (σ(x) = 1 1+e−x)."
../input/Gated Attention.pdf,"{'points': [[229.31260681152344, 2106.293921111111], [229.31260681152344, 2137.807013333333], [867.6655555555557, 2137.807013333333], [867.6655555555557, 2106.293921111111]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,Footer,1fcd8d913232120bbd8bbc7f1945df01,true,,,,1We adopt the hidden states after pre-normalization as X.
../input/Gated Attention.pdf,"{'points': [[817.9826049804688, 2202.98876953125], [817.9826049804688, 2224.78955078125], [832.7837524414062, 2224.78955078125], [832.7837524414062, 2202.98876953125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,Footer,8428951f4277d8c8de92d8d3a23af550,true,,,,3
../input/Gated Attention.pdf,"{'points': [[194.9076385498047, 146.26943969726562], [194.9076385498047, 264.3570133333333], [1457.1009521484375, 264.3570133333333], [1457.1009521484375, 146.26943969726562]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,FigureCaption,f28deb8e0a643d265674017c010fe0a6,true,,"[{'text': '5', 'url': 'equation.2.5', 'start_index': 306}]",,"Table 1: Gating variant performance and results. We train the 15A2B MoE models on 400B tokens. dk is the head dim, dmodel is the model’s hidden dim, and n is the number of tokens. q refers to the number of query heads, k refers to the number of key-value heads. ‘Act Func’ is the activation function in Eq 5. ‘Score Shape’ is the gating score shape for an input X ∈ Rn,dmodel. ‘added param’ indicates added parameters (Million)."
../input/Gated Attention.pdf,"{'points': [[199.06674194335938, 269.1810607910156], [199.06674194335938, 942.9228515625], [1452.4007568359375, 942.9228515625], [1452.4007568359375, 269.1810607910156]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,Table,6bfc41074f8e70d18e766a54eb9225e5,true,,,"<table><thead><tr><th>Method</th><th>Act Func</th><th>Score Shape</th><th>Added Param</th><th>| Avg PPL</th><th>Hellaswag</th><th>MMLU</th><th>GSMS8k</th><th>C-eval</th></tr></thead><tbody><tr><td colspan=""9"">Reference Baselines (Baseline uses ¢ = 32, k = 4. All methods use dj, = 128.)</td></tr><tr><td>Baseline</td><td>-</td><td>-</td><td>0</td><td>6.026</td><td>73.07</td><td>58.79</td><td>52.92</td><td>60.26</td></tr><tr><td>k</td><td>-</td><td>-</td><td>50</td><td>5.979</td><td>73.51</td><td>59.78</td><td>52.16</td><td>62.26</td></tr><tr><td>48</td><td>-</td><td>-</td><td>201</td><td>5.953</td><td>73.59</td><td>58.45</td><td>53.30</td><td>59.67</td></tr><tr><td>dd 4 Experts</td><td>-</td><td>-</td><td>400</td><td>5.964</td><td>73.19</td><td>58.84</td><td>52.54</td><td>63.19</td></tr><tr><td colspan=""9"">Gating Position Variants</td></tr><tr><td>SDPA Elementwise G</td><td>sigmoid</td><td>nxqxdg</td><td>201</td><td>5.761</td><td>74.64</td><td>60.82</td><td>55.27</td><td>62.20</td></tr><tr><td>v Elementwise G2</td><td>sigmoid</td><td>nxkxdg</td><td>25</td><td>5.820</td><td>74.38</td><td>59.17</td><td>53.97</td><td>61.00</td></tr><tr><td>k Elementwise G's</td><td>sigmoid</td><td>nxkxdg</td><td>25</td><td>6.016</td><td>72.88</td><td>59.18</td><td>50.49</td><td>61.74</td></tr><tr><td>q Elementwise G4</td><td>sigmoid</td><td>nxqxdg</td><td>201</td><td>5.981</td><td>73.01</td><td>58.74</td><td>53.97</td><td>62.14</td></tr><tr><td>Dense Output G5</td><td>sigmoid</td><td>N X dmodel</td><td>100</td><td>6.017</td><td>73.32</td><td>59.41</td><td>50.87</td><td>59.43</td></tr><tr><td colspan=""9"">Gating Granularity Variants</td></tr><tr><td>) SDPA Headwise</td><td>sigmoid</td><td>nxq</td><td>1.6</td><td>5.792</td><td>74.50</td><td>60.05</td><td>54.44</td><td>62.61</td></tr><tr><td>) v Headwise G2</td><td>sigmoid</td><td>nxq</td><td>0.2</td><td>5.808</td><td>74.38</td><td>59.32</td><td>53.53</td><td>62.61</td></tr><tr><td colspan=""9"">Head-Specific v.s. Head-Shared Gating</td></tr><tr><td rowspan=""2"">( ) SDPA Head-Shared G ( ) v Head-Shared G5</td><td>sigmoid</td><td>n X dy</td><td>201</td><td>5.801</td><td>74.34</td><td>60.06</td><td>53.15</td><td>61.01</td></tr><tr><td>sigmoid</td><td>n X dy</td><td>25</td><td>5.867</td><td>74.10</td><td>59.02</td><td>53.03</td><td>60.61</td></tr><tr><td colspan=""9"">Multiplicative v.s. Additive</td></tr><tr><td>(14) SDPA Additive Gy</td><td>SiLU</td><td>nxqxdg</td><td>201</td><td>5.821</td><td>74.81</td><td>60.06</td><td>53.30</td><td>60.98</td></tr><tr><td colspan=""9"">Activation Variants</td></tr><tr><td>(15) SDPA Elementwise G</td><td>SiLU</td><td>nxqxdg</td><td>201</td><td>5.822</td><td>74.22</td><td>60.49</td><td>54.59</td><td>62.34</td></tr></tbody></table>","Method Act Func Score Shape Added Param Avg PPL Hellaswag MMLU GSM8k C-eval Reference Baselines (Baseline uses q = 32,k = 4. All methods use dk = 128.) (1) Baseline - - 0 6.026 73.07 58.79 52.92 (2) k = 8 - - 50 5.979 73.51 59.78 52.16 (3) q = 48 - - 201 5.953 73.59 58.45 53.30 (4) Add 4 Experts - - 400 5.964 73.19 58.84 52.54 Gating Position Variants (5) SDPA Elementwise G1 sigmoid n × q × dk 201 5.761 74.64 60.82 55.27 (6) v Elementwise G2 sigmoid n × k × dk 25 5.820 74.38 59.17 53.97 (7) k Elementwise G3 sigmoid n × k × dk 25 6.016 72.88 59.18 50.49 (8) q Elementwise G4 sigmoid n × q × dk 201 5.981 73.01 58.74 53.97 (9) Dense Output G5 sigmoid n × dmodel 100 6.017 73.32 59.41 50.87 Gating Granularity Variants (10) SDPA Headwise G1 sigmoid n × q 1.6 5.792 74.50 60.05 54.44 (11) v Headwise G2 sigmoid n × q 0.2 5.808 74.38 59.32 53.53 Head-Specific v.s. Head-Shared Gating (12) SDPA Head-Shared G1 sigmoid n × dk 201 5.801 74.34 60.06 53.15 (13) v Head-Shared G2 sigmoid n × dk 25 5.867 74.10 59.02 53.03 Multiplicative v.s. Additive (14) SDPA Additive G1 SiLU n × q × dk 201 5.821 74.81 60.06 53.30 Activation Variants (15) SDPA Elementwise G1 SiLU n × q × dk 201 5.822 74.22 60.49 54.59 60.26 62.26 59.67 63.19 62.20 61.00 61.74 62.14 59.43 62.61 62.61 61.01 60.61 60.98 62.34"
../input/Gated Attention.pdf,"{'points': [[194.80258178710938, 999.807373046875], [194.80258178710938, 1034.578008888889], [437.3155644444444, 1034.578008888889], [437.3155644444444, 999.807373046875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,Title,5d62feafb59d4cf300baf18e75b6e5d1,true,,,,3 Experiments
../input/Gated Attention.pdf,"{'points': [[195.56985473632812, 1069.263916015625], [195.56985473632812, 1098.7890322222222], [522.0181944444446, 1098.7890322222222], [522.0181944444446, 1069.263916015625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,Title,8e66b0a6f93a25eb7ca15ecb9e5bc863,true,,,,3.1 Experimental Setups
../input/Gated Attention.pdf,"{'points': [[194.48146057128906, 1125.5596923828125], [194.48146057128906, 1399.748481111111], [1461.6607666015625, 1399.748481111111], [1461.6607666015625, 1125.5596923828125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,NarrativeText,c66e63d2def82bc922117bdb209a6364,true,8e66b0a6f93a25eb7ca15ecb9e5bc863,"[{'text': 'Dai et al .,', 'url': 'cite.dai2024deepseekmoe', 'start_index': 273}, {'text': '2024', 'url': 'cite.dai2024deepseekmoe', 'start_index': 285}, {'text': 'Qiu et al .,', 'url': 'cite.global_balance', 'start_index': 310}, {'text': '2025', 'url': 'cite.global_balance', 'start_index': 322}, {'text': 'Zoph et al .,', 'url': 'cite.zoph2022st', 'start_index': 341}, {'text': '2022', 'url': 'cite.zoph2022st', 'start_index': 354}, {'text': 'Ainslie', 'url': 'cite.ainslie2023gqa', 'start_index': 399}, {'text': 'et al .,', 'url': 'cite.ainslie2023gqa', 'start_index': 407}, {'text': '2023', 'url': 'cite.ainslie2023gqa', 'start_index': 415}]",,"Model Architecture and Training Settings We conduct experiments on both MoE models (15B total pa- rameters with 2.54B activated, 15A2B) and dense models (1.7B total parameters). The 15A2B MoE models utilize 128 total experts with top-8 softmax gating, fine-grained experts (Dai et al., 2024), global-batch LBL (Qiu et al., 2025), and z-loss (Zoph et al., 2022). We adopt group query attention (GQA) (Ainslie et al., 2023) for the attention part. We train the models on subsets of a 3.5T high-quality tokens, encom- passing multilingual, math, and general knowledge content. The context sequence length is set to 4096. More detailed configurations, such as learning rate and batch size (bsz), will be introduced in each part. Other hyperparameters follow the default values of the AdamW optimizer. Since the parameters and flops introduced by the gating are small, the wall-time latency introduced by gating is less than 2%."
../input/Gated Attention.pdf,"{'points': [[194.7443389892578, 1434.3682861328125], [194.7443389892578, 1587.198481111111], [1460.142844327778, 1587.198481111111], [1460.142844327778, 1434.3682861328125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,NarrativeText,072badc46ce2706a0290816236986716,true,8e66b0a6f93a25eb7ca15ecb9e5bc863,"[{'text': 'Zellers et al .,', 'url': 'cite.zellers2019hellaswag', 'start_index': 85}, {'text': '2019', 'url': 'cite.zellers2019hellaswag', 'start_index': 101}, {'text': 'Hendrycks et al .,', 'url': 'cite.hendrycks2020measuring', 'start_index': 126}, {'text': '2020', 'url': 'cite.hendrycks2020measuring', 'start_index': 144}, {'text': 'Cobbe et al .,', 'url': 'cite.cobbe2021training', 'start_index': 180}, {'text': '2021', 'url': 'cite.cobbe2021training', 'start_index': 194}, {'text': 'Chen et al .,', 'url': 'cite.chen2021codex', 'start_index': 231}, {'text': '2021', 'url': 'cite.chen2021codex', 'start_index': 244}, {'text': 'Huang et al .,', 'url': 'cite.huang2024c', 'start_index': 270}, {'text': '2024', 'url': 'cite.huang2024c', 'start_index': 284}, {'text': 'Li', 'url': 'cite.li2023cmmlu', 'start_index': 301}, {'text': 'et al .,', 'url': 'cite.li2023cmmlu', 'start_index': 304}, {'text': '2023', 'url': 'cite.li2023cmmlu', 'start_index': 312}]",,"Evaluation We test the few-shots results on popular benchmarks, including Hellaswag (Zellers et al., 2019) for English, MMLU (Hendrycks et al., 2020) for general knowledge, GSM8k (Cobbe et al., 2021) for math reasoning, HumanEval (Chen et al., 2021) for coding, C-eval (Huang et al., 2024) and CMMLU (Li et al., 2023) for Chinese proficiency. We also report the perplexity (PPL) of language modeling on diverse held-out test sets, including domains like English, Chinese, Code, Math, Law, and Literature."
../input/Gated Attention.pdf,"{'points': [[195.20257568359375, 1625.8638916015625], [195.20257568359375, 1649.393310546875], [426.5428466796875, 1649.393310546875], [426.5428466796875, 1625.8638916015625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,Title,6d05d6aa4cf8fbf18cde0243865622e6,true,,,,3.2 Main Results
../input/Gated Attention.pdf,"{'points': [[195.3305206298828, 1683.056884765625], [195.3305206298828, 1706.2862548828125], [694.0491943359375, 1706.2862548828125], [694.0491943359375, 1683.056884765625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,Title,6e734cfbb65ef6da87fef4c0360aad36,true,,,,3.2.1 Gated Attention for MoE models
../input/Gated Attention.pdf,"{'points': [[194.25180053710938, 1736.7347412109375], [194.25180053710938, 1949.5040366666665], [1461.5288185666664, 1949.5040366666665], [1461.5288185666664, 1736.7347412109375]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,NarrativeText,207014e8483a28cbd84681fbd913e12d,true,6e734cfbb65ef6da87fef4c0360aad36,"[{'text': '1', 'url': 'table.caption.9', 'start_index': 315}]",,"We first compare the results of different gated attention layers on the training-efficient MoE-15A2B models. All models use a scheduler that warms up to a maximum LR of 2e-3 in 1k steps and decays using cosine to 3e-5. We use a global bsz of 1024, comprising 100k optimization steps. The results are summarized in Tab. 1. To provide a fair comparison, we supplement the vanilla MoE baseline (row 1) with parameter expansion methods, including increasing the number of key-value heads (row 2), increasing the number of query heads (row 3), and increasing both the total and activated number of experts (row 4). These methods introduce a comparable or greater number of parameters than the gating mechanisms."
../input/Gated Attention.pdf,"{'points': [[194.96176147460938, 1965.9317626953125], [194.96176147460938, 2148.756814444444], [1458.163330078125, 2148.756814444444], [1458.163330078125, 1965.9317626953125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,NarrativeText,05bfa6cda0aaaed925fed3ac5f8a8ec3,true,6e734cfbb65ef6da87fef4c0360aad36,"[{'text': '1', 'url': 'table.caption.9', 'start_index': 10}, {'text': '. 2', 'url': 'subsection.4.2', 'start_index': 321}]",,"From Tab. 1, we observe: (i) SDPA and value output gating are effective. Inserting gates at the output of SDPA (G1) or the value map (G2) is the most effective, achieving lower PPL and better overall benchmark performance than other variants. We will further investigate why gating at these two positions is effective inSec4.2. (ii)Head-SpecificGatingMatters. ApplyingheadwisegatingatG1 andG2 introducesveryfew additionalparameters(lessthan2MfortheMoE-15A2Bmodel)butstilldeliverssubstantialimprovements (rows 10 and 11). When sharing gating scores across different attention heads (we average over the query"
../input/Gated Attention.pdf,"{'points': [[818.3392333984375, 2202.827392578125], [818.3392333984375, 2224.230224609375], [833.08740234375, 2224.230224609375], [833.08740234375, 2202.827392578125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],4,Gated Attention.pdf,Footer,028705c1af6d1f1f16d33db841a6d77d,true,,,,4
../input/Gated Attention.pdf,"{'points': [[195.13497924804688, 156.98402404785156], [195.13497924804688, 268.20701333333324], [1461.5592938666666, 268.20701333333324], [1461.5592938666666, 156.98402404785156]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],5,Gated Attention.pdf,FigureCaption,71a31c944826b3f9407a0080a3aa6457,true,,"[{'text': '3', 'url': 'equation.2.3', 'start_index': 161}, {'text': 'Ding et al .,', 'url': 'cite.ding2021cogview', 'start_index': 186}, {'text': '2021', 'url': 'cite.ding2021cogview', 'start_index': 199}]",,"Table 2: Performance of different methods with varying learning rates, batch sizes, and model configurations. ‘SDPA’ refers to the sigmoid gating after SDPA in Eq 3, and ‘sandwitch norm’ (Ding et al., 2021) indicates normalizing attention/ffn outputs before adding them to the residual. When using gating, we reduce the FFN’s width so that all methods have the same number of parameters. ‘-’ means the model diverges during training."
../input/Gated Attention.pdf,"{'points': [[199.2359161376953, 276.2066650390625], [199.2359161376953, 863.0916137695312], [1451.907958984375, 863.0916137695312], [1451.907958984375, 276.2066650390625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],5,Gated Attention.pdf,Table,68ae31338ccba8502506d6cd48de4f15,true,,,"<table><thead><tr><th>Method</th><th>Max LR</th><th>Avg PPL</th><th>HumanEval</th><th>MMLU</th><th>GSMk</th><th>Hellaswag</th><th>C-eval</th><th>CMMLU</th></tr></thead><tbody><tr><td colspan=""9"">28 Layer, 1.7B Parameters, 400B Tokens, Batch Size=1024</td></tr><tr><td rowspan=""2"">(1) Baseline (2) SDPA Elementwise</td><td>4.0 %1073</td><td>7.499</td><td>28.66</td><td>50.21</td><td>27.82</td><td>64.94</td><td>49.15</td><td>49.52</td></tr><tr><td>4.0 %1073</td><td>7.404</td><td>29.27</td><td>51.15</td><td>28.28</td><td>65.48</td><td>50.72</td><td>50.72</td></tr><tr><td colspan=""9"">28 Layer, 1.7B Parameters, 3.5T Tokens, Batch Size=2048</td></tr><tr><td>(3) Baseline</td><td>4.51073</td><td>6.180</td><td>34.15</td><td>59.10</td><td>69.07</td><td>68.02</td><td>68.19</td><td>64.95</td></tr><tr><td>(4) SDPA Elementwise</td><td>4.5107%</td><td>6.130</td><td>37.80</td><td>59.61</td><td>70.20</td><td>68.84</td><td>68.52</td><td>65.76</td></tr><tr><td colspan=""9"">48 Layer, 1.7B Parameters, 400B Tokens, Batch Size=1024</td></tr><tr><td>(5) Baseline</td><td>4.0 %1073</td><td>7.421</td><td>28.05</td><td>52.04</td><td>32.98</td><td>65.96</td><td>51.11</td><td>51.86</td></tr><tr><td>Baseline (6</td><td>8.0 x 107</td><td>9.195</td><td>21.34</td><td>44.28</td><td>15.24</td><td>57.00</td><td>43.11</td><td>42.63</td></tr><tr><td>(7 Baseline+Sandwich Norm</td><td>8.0 x 107</td><td>7.407</td><td>30.49</td><td>52.07</td><td>32.90</td><td>66.00</td><td>52.04</td><td>51.72</td></tr><tr><td>(8) SDPA Elementwise</td><td>4.0 %1073</td><td>7.288</td><td>31.71</td><td>52.44</td><td>32.37</td><td>66.28</td><td>52.06</td><td>52.29</td></tr><tr><td>(9) SDPA Headwise</td><td>4.0 %1073</td><td>7.370</td><td>31.10</td><td>53.83</td><td>34.12</td><td>65.59</td><td>55.07</td><td>52.38</td></tr><tr><td>(10) SDPA Elementwise</td><td>8.0 x 107</td><td>7.325</td><td>31.10</td><td>54.47</td><td>36.62</td><td>66.40</td><td>53.91</td><td>53.80</td></tr><tr><td colspan=""9"">48 Layer, 1.7B Parameters, 1T Tokens, Batch Size=4096</td></tr><tr><td>(11) Baseline</td><td>5.3 x 107°</td><td>7.363</td><td>29.88</td><td>54.44</td><td>322</td><td>65.43</td><td>53.72</td><td>53.37</td></tr><tr><td>(12 Baseline</td><td>8.0 x 107</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>SDPA Elementwise (13</td><td>5.3 x 107°</td><td>7.1</td><td>1</td><td>7</td><td></td><td>717</td><td>5</td><td>54</td></tr><tr><td>(14) SDPA Elementwise</td><td>8.0 x 107</td><td>7.078</td><td>3171</td><td>56.47</td><td>39.73</td><td>67.38</td><td>55.52</td><td>55.77</td></tr></tbody></table>","Method Max LR Avg PPL HumanEval MMLU GSM8k Hellaswag C-eval CMMLU 28 Layer, 1.7B Parameters, 400B Tokens, Batch Size=1024 (1) Baseline (2) SDPA Elementwise 4.0 × 10−3 4.0 × 10−3 7.499 7.404 28.66 29.27 50.21 51.15 27.82 28.28 64.94 65.48 49.15 50.72 28 Layer, 1.7B Parameters, 3.5T Tokens, Batch Size=2048 (3) Baseline 4.5 × 10−3 6.180 34.15 59.10 69.07 68.02 68.19 (4) SDPA Elementwise 4.5 × 10−3 6.130 37.80 59.61 70.20 68.84 68.52 48 Layer, 1.7B Parameters, 400B Tokens, Batch Size=1024 (5) Baseline 4.0 × 10−3 7.421 28.05 52.04 32.98 65.96 51.11 (6) Baseline 8.0 × 10−3 9.195 21.34 44.28 15.24 57.00 43.11 (7) Baseline+Sandwich Norm 8.0 × 10−3 7.407 30.49 52.07 32.90 66.00 52.04 (8) SDPA Elementwise 4.0 × 10−3 7.288 31.71 52.44 32.37 66.28 52.06 (9) SDPA Headwise 4.0 × 10−3 7.370 31.10 53.83 34.12 65.59 55.07 (10) SDPA Elementwise 8.0 × 10−3 7.325 31.10 54.47 36.62 66.40 53.91 48 Layer, 1.7B Parameters, 1T Tokens, Batch Size=4096 (11) Baseline (12) Baseline (13) SDPA Elementwise (14) SDPA Elementwise 5.3 × 10−3 8.0 × 10−3 5.3 × 10−3 8.0 × 10−3 7.363 - 7.101 7.078 29.88 - 34.15 31.71 54.44 - 55.70 56.47 32.22 - 36.69 39.73 65.43 - 67.17 67.38 53.72 - 54.51 55.52 49.52 50.72 64.95 65.76 51.86 42.63 51.72 52.29 52.38 53.80 53.37 - 54.68 55.77"
../input/Gated Attention.pdf,"{'points': [[194.66561889648438, 923.5537719726562], [194.66561889648438, 1106.9207033333332], [1457.240478515625, 1106.9207033333332], [1457.240478515625, 923.5537719726562]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],5,Gated Attention.pdf,NarrativeText,e16c619d1aa00e5b51b4f32856a1c614,true,,,,"head dimension q to obtain an n × dk score from the original n × q × dk), the benchmark improvements are smaller than those achieved by headwise gating (row 12 v.s. 10, 13 v.s. 11). This underscores the importance of applying distinct gating scores for different attention heads. (iii) Multiplicative Gating is Preferred. Additive SDPA output gating underperforms the multiplicative one, although it shows improvements over the baselines. (iv) Sigmoid Activation is Better. Replacing the activation function in the most effective gating configuration (row 5) with SiLU (row 15) leads to less improvement."
../input/Gated Attention.pdf,"{'points': [[194.42822265625, 1123.3170166015625], [194.42822265625, 1275.7318144444444], [1460.1437486888888, 1275.7318144444444], [1460.1437486888888, 1123.3170166015625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],5,Gated Attention.pdf,NarrativeText,43c3bb2c2ce9ab8cff99d68b98253058,true,,"[{'text': '4 . 2', 'url': 'subsection.4.2', 'start_index': 448}]",,"Overall, adding gating at the value layer (G2) and SDPA output (G1) reduces PPL by more than 0.2, outperforming various parameter-expanding baselines. However, gating at G1 achieves better PPL and benchmark results. As long as different heads receive distinct gating scores, the granularity of gating and the choice of activation function have relatively minor impacts. We will further analyze the reasons behind these observations in Analysis (Sec 4.2)."
../input/Gated Attention.pdf,"{'points': [[194.85935974121094, 1310.958984375], [194.85935974121094, 1340.9751433333333], [724.203626666667, 1340.9751433333333], [724.203626666667, 1310.958984375]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],5,Gated Attention.pdf,Title,16e05447b89692e8c234d0f00b9b7e48,true,,,,3.2.2 Gated Attention for Dense Models.
../input/Gated Attention.pdf,"{'points': [[194.0198211669922, 1363.99755859375], [194.0198211669922, 1729.5318144444443], [1460.313232421875, 1729.5318144444443], [1460.313232421875, 1363.99755859375]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],5,Gated Attention.pdf,NarrativeText,7875cd87257954851261a8150d8d6dfd,true,16e05447b89692e8c234d0f00b9b7e48,"[{'text': 'Yang et al .,', 'url': 'cite.yang2024qwen2', 'start_index': 55}, {'text': '2024a', 'url': 'cite.yang2024qwen2', 'start_index': 68}, {'text': 'McCandlish', 'url': 'cite.mccandlish2018empirical', 'start_index': 600}, {'text': 'et al .,', 'url': 'cite.mccandlish2018empirical', 'start_index': 611}, {'text': '2018', 'url': 'cite.mccandlish2018empirical', 'start_index': 619}, {'text': 'Wang et al .,', 'url': 'cite.wang2022deepnetscalingtransformers1000', 'start_index': 625}, {'text': '2022', 'url': 'cite.wang2022deepnetscalingtransformers1000', 'start_index': 638}, {'text': 'D ’ Angelo et al .,', 'url': 'cite.d2024we', 'start_index': 644}, {'text': '2024', 'url': 'cite.d2024we', 'start_index': 661}, {'text': 'Wang et al .,', 'url': 'cite.wang2022deepnetscalingtransformers1000', 'start_index': 747}, {'text': '2022', 'url': 'cite.wang2022deepnetscalingtransformers1000', 'start_index': 760}, {'text': 'Zeng et al .,', 'url': 'cite.zeng2022glm', 'start_index': 766}, {'text': '2022', 'url': 'cite.zeng2022glm', 'start_index': 779}, {'text': 'Takase et al .,', 'url': 'cite.takase2023spike', 'start_index': 785}, {'text': '2023', 'url': 'cite.takase2023spike', 'start_index': 800}, {'text': 'Chowdhery et al .,', 'url': 'cite.chowdhery2023palm', 'start_index': 918}, {'text': '2023', 'url': 'cite.chowdhery2023palm', 'start_index': 936}, {'text': 'Takase et al .,', 'url': 'cite.takase2023spike', 'start_index': 942}, {'text': '2023', 'url': 'cite.takase2023spike', 'start_index': 957}]",,"We also conduct experiments on dense models following (Yang et al., 2024a) to validate SDPA output sigmoid gating. When using gating, we reduce the width of FFN to maintain the parameter size. Most experiments use optimized hyperparameters for the baseline. For instance, for the 1.7B model trained on 400B tokens, we use a maximum LR of 4e-3 and a bsz of 1024. For training on 3.5T tokens, we increase the maximum LR to 4.5e-3 and the bsz to 2048. Prior work has established that while increased network depth, large learning rates, and large batch sizes can significantly improve model performance (McCandlish et al., 2018; Wang et al., 2022; D’Angelo et al., 2024) and distributed training efficiency, they often introduce training instabilities (Wang et al., 2022; Zeng et al., 2022; Takase et al., 2023). We observe that applying gating mechanisms demonstrably reduces the occurrence of loss spikes during training (Chowdhery et al., 2023; Takase et al., 2023), suggesting a promising role for gating in enhancing training stability. Motivated by this finding, we introduce another experimental setting characterized by an increased number of layers, a higher maximum learning rate, and a larger batch size to further probe gating’s stabilizing effects."
